indicator_id,indicator_name,region,zone,woreda,fiscal_year,count_value,eligible_pop,share,source
14,Proportion of girls (14yo) who received HPV1,Amhara,Amhara Zone 1 (synthetic demo),Amhara Z1 Woreda 2 (synthetic demo),EFY2011,0,51287,0.2,woreda_split
14,Proportion of girls (14yo) who received HPV1,Amhara,Amhara Zone 1 (synthetic demo),Amhara Z1 Woreda 2 (synthetic demo),EFY2012,0,52569,0.2,woreda_split
14,Proportion of girls (14yo) who received HPV1,Amhara,Amhara Zone 1 (synthetic demo),Amhara Z1 Woreda 2 (synthetic demo),EFY2013,0,53883,0.2,woreda_split
14,Proportion of girls (14yo) who received HPV1,Amhara,Amhara Zone 1 (synthetic demo),Amhara Z1 Woreda 2 (synthetic demo),EFY2014,8,55230,0.2,woreda_split
14,Proportion of girls (14yo) who received HPV1,Amhara,Amhara Zone 1 (synthetic demo),Amhara Z1 Woreda 2 (synthetic demo),EFY2015,25,56611,0.2,woreda_split
14,Proportion of girls (14yo) who received HPV1,Amhara,Amhara Zone 1 (synthetic demo),Amhara Z1 Woreda 2 (synthetic demo),EFY2016,28,58026,0.2,woreda_split
14,Proportion of girls (14yo) who received HPV1,Amhara,Amhara Zone 1 (synthetic demo),Amhara Z1 Woreda 2 (synthetic demo),EFY2017,3482,58026,0.2,woreda_split
15,Proportion of neonatal death in the institution,Amhara,Amhara Zone 1 (synthetic demo),Amhara Z1 Woreda 2 (synthetic demo),EFY2011,1502,96732,0.2,woreda_split
15,Proportion of neonatal death in the institution,Amhara,Amhara Zone 1 (synthetic demo),Amhara Z1 Woreda 2 (synthetic demo),EFY2012,1381,99150,0.2,woreda_split
15,Proportion of neonatal death in the institution,Amhara,Amhara Zone 1 (synthetic demo),Amhara Z1 Woreda 2 (synthetic demo),EFY2013,1358,101629,0.2,woreda_split
15,Proportion of neonatal death in the institution,Amhara,Amhara Zone 1 (synthetic demo),Amhara Z1 Woreda 2 (synthetic demo),EFY2014,1117,104169,0.2,woreda_split
15,Proportion of neonatal death in the institution,Amhara,Amhara Zone 1 (synthetic demo),Amhara Z1 Woreda 2 (synthetic demo),EFY2015,974,106774,0.2,woreda_split
15,Proportion of neonatal death in the institution,Amhara,Amhara Zone 1 (synthetic demo),Amhara Z1 Woreda 2 (synthetic demo),EFY2016,345,109443,0.2,woreda_split
15,Proportion of neonatal death in the institution,Amhara,Amhara Zone 1 (synthetic demo),Amhara Z1 Woreda 2 (synthetic demo),EFY2017,657,109443,0.2,woreda_split
1,Proportion of surviving infants who received 1st dose of Penta,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 1 (synthetic demo),EFY2011,154680,213378,0.3,woreda_split
1,Proportion of surviving infants who received 1st dose of Penta,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 1 (synthetic demo),EFY2012,163093,218713,0.3,woreda_split
1,Proportion of surviving infants who received 1st dose of Penta,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 1 (synthetic demo),EFY2013,155720,224181,0.3,woreda_split
1,Proportion of surviving infants who received 1st dose of Penta,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 1 (synthetic demo),EFY2014,205415,229785,0.3,woreda_split
1,Proportion of surviving infants who received 1st dose of Penta,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 1 (synthetic demo),EFY2015,217929,235530,0.3,woreda_split
1,Proportion of surviving infants who received 1st dose of Penta,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 1 (synthetic demo),EFY2016,111981,241418,0.3,woreda_split
1,Proportion of surviving infants who received 1st dose of Penta,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 1 (synthetic demo),EFY2017,241418,241418,0.3,woreda_split
2,Proportion of surviving infants who received OPV3,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 1 (synthetic demo),EFY2011,140129,197162,0.3,woreda_split
2,Proportion of surviving infants who received OPV3,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 1 (synthetic demo),EFY2012,152651,202091,0.3,woreda_split
2,Proportion of surviving infants who received OPV3,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 1 (synthetic demo),EFY2013,145486,207143,0.3,woreda_split
2,Proportion of surviving infants who received OPV3,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 1 (synthetic demo),EFY2014,189620,212322,0.3,woreda_split
2,Proportion of surviving infants who received OPV3,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 1 (synthetic demo),EFY2015,198845,217630,0.3,woreda_split
2,Proportion of surviving infants who received OPV3,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 1 (synthetic demo),EFY2016,103966,223070,0.3,woreda_split
2,Proportion of surviving infants who received OPV3,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 1 (synthetic demo),EFY2017,218609,223070,0.3,woreda_split
3,Proportion of surviving infants who received IPV,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 1 (synthetic demo),EFY2011,138992,197162,0.3,woreda_split
3,Proportion of surviving infants who received IPV,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 1 (synthetic demo),EFY2012,147184,202091,0.3,woreda_split
3,Proportion of surviving infants who received IPV,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 1 (synthetic demo),EFY2013,148882,207143,0.3,woreda_split
3,Proportion of surviving infants who received IPV,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 1 (synthetic demo),EFY2014,178230,212322,0.3,woreda_split
3,Proportion of surviving infants who received IPV,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 1 (synthetic demo),EFY2015,202632,217630,0.3,woreda_split
3,Proportion of surviving infants who received IPV,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 1 (synthetic demo),EFY2016,104716,223070,0.3,woreda_split
3,Proportion of surviving infants who received IPV,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 1 (synthetic demo),EFY2017,223070,223070,0.3,woreda_split
4,Proportion of surviving infants vaccinated for Penta-3,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 1 (synthetic demo),EFY2011,154285,197162,0.3,woreda_split
4,Proportion of surviving infants vaccinated for Penta-3,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 1 (synthetic demo),EFY2012,164093,202091,0.3,woreda_split
4,Proportion of surviving infants vaccinated for Penta-3,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 1 (synthetic demo),EFY2013,166455,207143,0.3,woreda_split
4,Proportion of surviving infants vaccinated for Penta-3,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 1 (synthetic demo),EFY2014,193793,212322,0.3,woreda_split
4,Proportion of surviving infants vaccinated for Penta-3,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 1 (synthetic demo),EFY2015,207270,217630,0.3,woreda_split
4,Proportion of surviving infants vaccinated for Penta-3,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 1 (synthetic demo),EFY2016,106614,223070,0.3,woreda_split
4,Proportion of surviving infants vaccinated for Penta-3,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 1 (synthetic demo),EFY2017,223070,223070,0.3,woreda_split
6,Proportion of surviving infants vaccinated for measles (MCV1),Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 1 (synthetic demo),EFY2011,116216,197162,0.3,woreda_split
6,Proportion of surviving infants vaccinated for measles (MCV1),Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 1 (synthetic demo),EFY2012,125594,202091,0.3,woreda_split
6,Proportion of surviving infants vaccinated for measles (MCV1),Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 1 (synthetic demo),EFY2013,133461,207143,0.3,woreda_split
6,Proportion of surviving infants vaccinated for measles (MCV1),Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 1 (synthetic demo),EFY2014,160474,212322,0.3,woreda_split
6,Proportion of surviving infants vaccinated for measles (MCV1),Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 1 (synthetic demo),EFY2015,178224,217630,0.3,woreda_split
6,Proportion of surviving infants vaccinated for measles (MCV1),Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 1 (synthetic demo),EFY2016,99746,223070,0.3,woreda_split
6,Proportion of surviving infants vaccinated for measles (MCV1),Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 1 (synthetic demo),EFY2017,214147,223070,0.3,woreda_split
7,Proportion of surviving infants who received MCV2,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 1 (synthetic demo),EFY2011,112991,197162,0.3,woreda_split
7,Proportion of surviving infants who received MCV2,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 1 (synthetic demo),EFY2012,124118,202091,0.3,woreda_split
7,Proportion of surviving infants who received MCV2,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 1 (synthetic demo),EFY2013,124814,207143,0.3,woreda_split
7,Proportion of surviving infants who received MCV2,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 1 (synthetic demo),EFY2014,152310,212322,0.3,woreda_split
7,Proportion of surviving infants who received MCV2,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 1 (synthetic demo),EFY2015,170482,217630,0.3,woreda_split
7,Proportion of surviving infants who received MCV2,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 1 (synthetic demo),EFY2016,92022,223070,0.3,woreda_split
7,Proportion of surviving infants who received MCV2,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 1 (synthetic demo),EFY2017,200763,223070,0.3,woreda_split
9,Proportion of surviving infants vaccinated for PCV-3,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 1 (synthetic demo),EFY2011,154963,197162,0.3,woreda_split
9,Proportion of surviving infants vaccinated for PCV-3,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 1 (synthetic demo),EFY2012,164989,202091,0.3,woreda_split
9,Proportion of surviving infants vaccinated for PCV-3,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 1 (synthetic demo),EFY2013,152548,207143,0.3,woreda_split
9,Proportion of surviving infants vaccinated for PCV-3,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 1 (synthetic demo),EFY2014,186484,212322,0.3,woreda_split
9,Proportion of surviving infants vaccinated for PCV-3,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 1 (synthetic demo),EFY2015,202180,217630,0.3,woreda_split
9,Proportion of surviving infants vaccinated for PCV-3,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 1 (synthetic demo),EFY2016,106336,223070,0.3,woreda_split
9,Proportion of surviving infants vaccinated for PCV-3,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 1 (synthetic demo),EFY2017,223070,223070,0.3,woreda_split
10,Proportion of infants fully immunized,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 1 (synthetic demo),EFY2011,122973,197162,0.3,woreda_split
10,Proportion of infants fully immunized,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 1 (synthetic demo),EFY2012,130895,202091,0.3,woreda_split
10,Proportion of infants fully immunized,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 1 (synthetic demo),EFY2013,143996,207143,0.3,woreda_split
10,Proportion of infants fully immunized,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 1 (synthetic demo),EFY2014,166358,212322,0.3,woreda_split
10,Proportion of infants fully immunized,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 1 (synthetic demo),EFY2015,184332,217630,0.3,woreda_split
10,Proportion of infants fully immunized,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 1 (synthetic demo),EFY2016,97543,223070,0.3,woreda_split
10,Proportion of infants fully immunized,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 1 (synthetic demo),EFY2017,209686,223070,0.3,woreda_split
11,Proportion of surviving infants who received two doses of Rotavirus vaccine,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 1 (synthetic demo),EFY2011,133846,197162,0.3,woreda_split
11,Proportion of surviving infants who received two doses of Rotavirus vaccine,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 1 (synthetic demo),EFY2012,155352,202091,0.3,woreda_split
11,Proportion of surviving infants who received two doses of Rotavirus vaccine,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 1 (synthetic demo),EFY2013,147974,207143,0.3,woreda_split
11,Proportion of surviving infants who received two doses of Rotavirus vaccine,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 1 (synthetic demo),EFY2014,178021,212322,0.3,woreda_split
11,Proportion of surviving infants who received two doses of Rotavirus vaccine,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 1 (synthetic demo),EFY2015,197854,217630,0.3,woreda_split
11,Proportion of surviving infants who received two doses of Rotavirus vaccine,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 1 (synthetic demo),EFY2016,104599,223070,0.3,woreda_split
11,Proportion of surviving infants who received two doses of Rotavirus vaccine,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 1 (synthetic demo),EFY2017,223070,223070,0.3,woreda_split
12,Proportion of infants protected at birth against neonatal tetanus (PAB),Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 1 (synthetic demo),EFY2011,146757,213378,0.3,woreda_split
12,Proportion of infants protected at birth against neonatal tetanus (PAB),Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 1 (synthetic demo),EFY2012,162607,218713,0.3,woreda_split
12,Proportion of infants protected at birth against neonatal tetanus (PAB),Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 1 (synthetic demo),EFY2013,162135,224181,0.3,woreda_split
12,Proportion of infants protected at birth against neonatal tetanus (PAB),Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 1 (synthetic demo),EFY2014,194356,229785,0.3,woreda_split
12,Proportion of infants protected at birth against neonatal tetanus (PAB),Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 1 (synthetic demo),EFY2015,211739,235530,0.3,woreda_split
12,Proportion of infants protected at birth against neonatal tetanus (PAB),Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 1 (synthetic demo),EFY2016,106570,241418,0.3,woreda_split
12,Proportion of infants protected at birth against neonatal tetanus (PAB),Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 1 (synthetic demo),EFY2017,241418,241418,0.3,woreda_split
14,Proportion of girls (14yo) who received HPV1,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 1 (synthetic demo),EFY2011,0,76930,0.3,woreda_split
14,Proportion of girls (14yo) who received HPV1,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 1 (synthetic demo),EFY2012,0,78853,0.3,woreda_split
14,Proportion of girls (14yo) who received HPV1,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 1 (synthetic demo),EFY2013,0,80825,0.3,woreda_split
14,Proportion of girls (14yo) who received HPV1,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 1 (synthetic demo),EFY2014,12,82845,0.3,woreda_split
14,Proportion of girls (14yo) who received HPV1,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 1 (synthetic demo),EFY2015,38,84917,0.3,woreda_split
14,Proportion of girls (14yo) who received HPV1,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 1 (synthetic demo),EFY2016,42,87039,0.3,woreda_split
14,Proportion of girls (14yo) who received HPV1,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 1 (synthetic demo),EFY2017,5222,87039,0.3,woreda_split
15,Proportion of neonatal death in the institution,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 1 (synthetic demo),EFY2011,2253,145097,0.3,woreda_split
15,Proportion of neonatal death in the institution,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 1 (synthetic demo),EFY2012,2071,148725,0.3,woreda_split
15,Proportion of neonatal death in the institution,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 1 (synthetic demo),EFY2013,2037,152443,0.3,woreda_split
15,Proportion of neonatal death in the institution,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 1 (synthetic demo),EFY2014,1676,156254,0.3,woreda_split
15,Proportion of neonatal death in the institution,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 1 (synthetic demo),EFY2015,1461,160160,0.3,woreda_split
15,Proportion of neonatal death in the institution,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 1 (synthetic demo),EFY2016,517,164164,0.3,woreda_split
15,Proportion of neonatal death in the institution,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 1 (synthetic demo),EFY2017,985,164164,0.3,woreda_split
1,Proportion of surviving infants who received 1st dose of Penta,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 2 (synthetic demo),EFY2011,77340,106689,0.15,woreda_split
1,Proportion of surviving infants who received 1st dose of Penta,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 2 (synthetic demo),EFY2012,81546,109356,0.15,woreda_split
1,Proportion of surviving infants who received 1st dose of Penta,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 2 (synthetic demo),EFY2013,77860,112090,0.15,woreda_split
1,Proportion of surviving infants who received 1st dose of Penta,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 2 (synthetic demo),EFY2014,102707,114893,0.15,woreda_split
1,Proportion of surviving infants who received 1st dose of Penta,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 2 (synthetic demo),EFY2015,108964,117765,0.15,woreda_split
1,Proportion of surviving infants who received 1st dose of Penta,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 2 (synthetic demo),EFY2016,55990,120709,0.15,woreda_split
1,Proportion of surviving infants who received 1st dose of Penta,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 2 (synthetic demo),EFY2017,120709,120709,0.15,woreda_split
2,Proportion of surviving infants who received OPV3,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 2 (synthetic demo),EFY2011,70065,98581,0.15,woreda_split
2,Proportion of surviving infants who received OPV3,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 2 (synthetic demo),EFY2012,76326,101045,0.15,woreda_split
2,Proportion of surviving infants who received OPV3,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 2 (synthetic demo),EFY2013,72743,103571,0.15,woreda_split
2,Proportion of surviving infants who received OPV3,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 2 (synthetic demo),EFY2014,94810,106161,0.15,woreda_split
2,Proportion of surviving infants who received OPV3,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 2 (synthetic demo),EFY2015,99423,108815,0.15,woreda_split
2,Proportion of surviving infants who received OPV3,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 2 (synthetic demo),EFY2016,51983,111535,0.15,woreda_split
2,Proportion of surviving infants who received OPV3,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 2 (synthetic demo),EFY2017,109304,111535,0.15,woreda_split
3,Proportion of surviving infants who received IPV,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 2 (synthetic demo),EFY2011,69496,98581,0.15,woreda_split
3,Proportion of surviving infants who received IPV,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 2 (synthetic demo),EFY2012,73592,101045,0.15,woreda_split
3,Proportion of surviving infants who received IPV,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 2 (synthetic demo),EFY2013,74441,103571,0.15,woreda_split
3,Proportion of surviving infants who received IPV,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 2 (synthetic demo),EFY2014,89115,106161,0.15,woreda_split
3,Proportion of surviving infants who received IPV,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 2 (synthetic demo),EFY2015,101316,108815,0.15,woreda_split
3,Proportion of surviving infants who received IPV,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 2 (synthetic demo),EFY2016,52358,111535,0.15,woreda_split
3,Proportion of surviving infants who received IPV,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 2 (synthetic demo),EFY2017,111535,111535,0.15,woreda_split
4,Proportion of surviving infants vaccinated for Penta-3,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 2 (synthetic demo),EFY2011,77142,98581,0.15,woreda_split
4,Proportion of surviving infants vaccinated for Penta-3,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 2 (synthetic demo),EFY2012,82047,101045,0.15,woreda_split
4,Proportion of surviving infants vaccinated for Penta-3,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 2 (synthetic demo),EFY2013,83228,103571,0.15,woreda_split
4,Proportion of surviving infants vaccinated for Penta-3,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 2 (synthetic demo),EFY2014,96897,106161,0.15,woreda_split
4,Proportion of surviving infants vaccinated for Penta-3,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 2 (synthetic demo),EFY2015,103635,108815,0.15,woreda_split
4,Proportion of surviving infants vaccinated for Penta-3,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 2 (synthetic demo),EFY2016,53307,111535,0.15,woreda_split
4,Proportion of surviving infants vaccinated for Penta-3,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 2 (synthetic demo),EFY2017,111535,111535,0.15,woreda_split
6,Proportion of surviving infants vaccinated for measles (MCV1),Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 2 (synthetic demo),EFY2011,58108,98581,0.15,woreda_split
6,Proportion of surviving infants vaccinated for measles (MCV1),Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 2 (synthetic demo),EFY2012,62797,101045,0.15,woreda_split
6,Proportion of surviving infants vaccinated for measles (MCV1),Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 2 (synthetic demo),EFY2013,66731,103571,0.15,woreda_split
6,Proportion of surviving infants vaccinated for measles (MCV1),Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 2 (synthetic demo),EFY2014,80237,106161,0.15,woreda_split
6,Proportion of surviving infants vaccinated for measles (MCV1),Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 2 (synthetic demo),EFY2015,89112,108815,0.15,woreda_split
6,Proportion of surviving infants vaccinated for measles (MCV1),Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 2 (synthetic demo),EFY2016,49873,111535,0.15,woreda_split
6,Proportion of surviving infants vaccinated for measles (MCV1),Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 2 (synthetic demo),EFY2017,107074,111535,0.15,woreda_split
7,Proportion of surviving infants who received MCV2,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 2 (synthetic demo),EFY2011,56496,98581,0.15,woreda_split
7,Proportion of surviving infants who received MCV2,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 2 (synthetic demo),EFY2012,62059,101045,0.15,woreda_split
7,Proportion of surviving infants who received MCV2,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 2 (synthetic demo),EFY2013,62407,103571,0.15,woreda_split
7,Proportion of surviving infants who received MCV2,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 2 (synthetic demo),EFY2014,76155,106161,0.15,woreda_split
7,Proportion of surviving infants who received MCV2,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 2 (synthetic demo),EFY2015,85241,108815,0.15,woreda_split
7,Proportion of surviving infants who received MCV2,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 2 (synthetic demo),EFY2016,46011,111535,0.15,woreda_split
7,Proportion of surviving infants who received MCV2,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 2 (synthetic demo),EFY2017,100382,111535,0.15,woreda_split
9,Proportion of surviving infants vaccinated for PCV-3,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 2 (synthetic demo),EFY2011,77481,98581,0.15,woreda_split
9,Proportion of surviving infants vaccinated for PCV-3,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 2 (synthetic demo),EFY2012,82494,101045,0.15,woreda_split
9,Proportion of surviving infants vaccinated for PCV-3,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 2 (synthetic demo),EFY2013,76274,103571,0.15,woreda_split
9,Proportion of surviving infants vaccinated for PCV-3,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 2 (synthetic demo),EFY2014,93242,106161,0.15,woreda_split
9,Proportion of surviving infants vaccinated for PCV-3,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 2 (synthetic demo),EFY2015,101090,108815,0.15,woreda_split
9,Proportion of surviving infants vaccinated for PCV-3,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 2 (synthetic demo),EFY2016,53168,111535,0.15,woreda_split
9,Proportion of surviving infants vaccinated for PCV-3,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 2 (synthetic demo),EFY2017,111535,111535,0.15,woreda_split
10,Proportion of infants fully immunized,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 2 (synthetic demo),EFY2011,61486,98581,0.15,woreda_split
10,Proportion of infants fully immunized,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 2 (synthetic demo),EFY2012,65447,101045,0.15,woreda_split
10,Proportion of infants fully immunized,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 2 (synthetic demo),EFY2013,71998,103571,0.15,woreda_split
10,Proportion of infants fully immunized,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 2 (synthetic demo),EFY2014,83179,106161,0.15,woreda_split
10,Proportion of infants fully immunized,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 2 (synthetic demo),EFY2015,92166,108815,0.15,woreda_split
10,Proportion of infants fully immunized,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 2 (synthetic demo),EFY2016,48772,111535,0.15,woreda_split
10,Proportion of infants fully immunized,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 2 (synthetic demo),EFY2017,104843,111535,0.15,woreda_split
11,Proportion of surviving infants who received two doses of Rotavirus vaccine,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 2 (synthetic demo),EFY2011,66923,98581,0.15,woreda_split
11,Proportion of surviving infants who received two doses of Rotavirus vaccine,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 2 (synthetic demo),EFY2012,77676,101045,0.15,woreda_split
